Time,intRad_wes,intCon_wes,intLat_wes,intRad_eas,intCon_eas,intLat_eas,intRad_hal,intCon_hal,intLat_hal
1/2/2015 12:00,6.4,6.4,3.2,6.4,6.4,3.2,0.8,0.8,0.4
1/2/2015 13:00,8,8,4,8,8,4,0.8,0.8,0.4
1/2/2015 14:00,8,8,4,8,8,4,0.8,0.8,0.4
1/2/2015 15:00,8,8,4,8,8,4,0.8,0.8,0.4
1/2/2015 16:00,8,8,4,8,8,4,0.8,0.8,0.4
1/2/2015 17:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/2/2015 18:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/2/2015 19:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/2/2015 20:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/2/2015 21:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/2/2015 22:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/2/2015 23:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/3/2015 0:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/3/2015 1:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/3/2015 2:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/3/2015 3:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/3/2015 4:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/3/2015 5:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/3/2015 6:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/3/2015 7:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/3/2015 8:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/3/2015 9:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/3/2015 10:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/3/2015 11:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/3/2015 12:00,6.4,6.4,3.2,6.4,6.4,3.2,0.8,0.8,0.4
1/3/2015 13:00,8,8,4,8,8,4,0.8,0.8,0.4
1/3/2015 14:00,8,8,4,8,8,4,0.8,0.8,0.4
1/3/2015 15:00,8,8,4,8,8,4,0.8,0.8,0.4
1/3/2015 16:00,8,8,4,8,8,4,0.8,0.8,0.4
1/3/2015 17:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/3/2015 18:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/3/2015 19:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/3/2015 20:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/3/2015 21:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/3/2015 22:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/3/2015 23:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/4/2015 0:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/4/2015 1:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/4/2015 2:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/4/2015 3:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/4/2015 4:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/4/2015 5:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/4/2015 6:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/4/2015 7:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/4/2015 8:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/4/2015 9:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/4/2015 10:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/4/2015 11:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/4/2015 12:00,6.4,6.4,3.2,6.4,6.4,3.2,0.8,0.8,0.4
1/4/2015 13:00,8,8,4,8,8,4,0.8,0.8,0.4
1/4/2015 14:00,8,8,4,8,8,4,0.8,0.8,0.4
1/4/2015 15:00,8,8,4,8,8,4,0.8,0.8,0.4
1/4/2015 16:00,8,8,4,8,8,4,0.8,0.8,0.4
1/4/2015 17:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/4/2015 18:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/4/2015 19:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/4/2015 20:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/4/2015 21:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/4/2015 22:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/4/2015 23:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/5/2015 0:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/5/2015 1:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/5/2015 2:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/5/2015 3:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/5/2015 4:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/5/2015 5:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/5/2015 6:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/5/2015 7:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/5/2015 8:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/5/2015 9:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/5/2015 10:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/5/2015 11:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/5/2015 12:00,6.4,6.4,3.2,6.4,6.4,3.2,0.8,0.8,0.4
1/5/2015 13:00,8,8,4,8,8,4,0.8,0.8,0.4
1/5/2015 14:00,8,8,4,8,8,4,0.8,0.8,0.4
1/5/2015 15:00,8,8,4,8,8,4,0.8,0.8,0.4
1/5/2015 16:00,8,8,4,8,8,4,0.8,0.8,0.4
1/5/2015 17:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/5/2015 18:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/5/2015 19:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/5/2015 20:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/5/2015 21:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/5/2015 22:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/5/2015 23:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/6/2015 0:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/6/2015 1:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/6/2015 2:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/6/2015 3:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/6/2015 4:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/6/2015 5:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/6/2015 6:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/6/2015 7:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/6/2015 8:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/6/2015 9:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/6/2015 10:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/6/2015 11:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/6/2015 12:00,6.4,6.4,3.2,6.4,6.4,3.2,0.8,0.8,0.4
1/6/2015 13:00,8,8,4,8,8,4,0.8,0.8,0.4
1/6/2015 14:00,8,8,4,8,8,4,0.8,0.8,0.4
1/6/2015 15:00,8,8,4,8,8,4,0.8,0.8,0.4
1/6/2015 16:00,8,8,4,8,8,4,0.8,0.8,0.4
1/6/2015 17:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/6/2015 18:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/6/2015 19:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/6/2015 20:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/6/2015 21:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/6/2015 22:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/6/2015 23:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/7/2015 0:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/7/2015 1:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/7/2015 2:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/7/2015 3:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/7/2015 4:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/7/2015 5:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/7/2015 6:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/7/2015 7:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/7/2015 8:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/7/2015 9:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/7/2015 10:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/7/2015 11:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/7/2015 12:00,6.4,6.4,3.2,6.4,6.4,3.2,0.8,0.8,0.4
1/7/2015 13:00,8,8,4,8,8,4,0.8,0.8,0.4
1/7/2015 14:00,8,8,4,8,8,4,0.8,0.8,0.4
1/7/2015 15:00,8,8,4,8,8,4,0.8,0.8,0.4
1/7/2015 16:00,8,8,4,8,8,4,0.8,0.8,0.4
1/7/2015 17:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/7/2015 18:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/7/2015 19:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/7/2015 20:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/7/2015 21:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/7/2015 22:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/7/2015 23:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/8/2015 0:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/8/2015 1:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/8/2015 2:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/8/2015 3:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/8/2015 4:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/8/2015 5:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/8/2015 6:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/8/2015 7:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/8/2015 8:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/8/2015 9:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/8/2015 10:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/8/2015 11:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/8/2015 12:00,6.4,6.4,3.2,6.4,6.4,3.2,0.8,0.8,0.4
1/8/2015 13:00,8,8,4,8,8,4,0.8,0.8,0.4
1/8/2015 14:00,8,8,4,8,8,4,0.8,0.8,0.4
1/8/2015 15:00,8,8,4,8,8,4,0.8,0.8,0.4
1/8/2015 16:00,8,8,4,8,8,4,0.8,0.8,0.4
1/8/2015 17:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/8/2015 18:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/8/2015 19:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/8/2015 20:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/8/2015 21:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/8/2015 22:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/8/2015 23:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/9/2015 0:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/9/2015 1:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/9/2015 2:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/9/2015 3:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/9/2015 4:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/9/2015 5:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/9/2015 6:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/9/2015 7:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/9/2015 8:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/9/2015 9:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/9/2015 10:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/9/2015 11:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/9/2015 12:00,6.4,6.4,3.2,6.4,6.4,3.2,0.8,0.8,0.4
1/9/2015 13:00,8,8,4,8,8,4,0.8,0.8,0.4
1/9/2015 14:00,8,8,4,8,8,4,0.8,0.8,0.4
1/9/2015 15:00,8,8,4,8,8,4,0.8,0.8,0.4
1/9/2015 16:00,8,8,4,8,8,4,0.8,0.8,0.4
1/9/2015 17:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/9/2015 18:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/9/2015 19:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/9/2015 20:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/9/2015 21:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/9/2015 22:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/9/2015 23:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/10/2015 0:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/10/2015 1:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/10/2015 2:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/10/2015 3:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/10/2015 4:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/10/2015 5:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/10/2015 6:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/10/2015 7:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/10/2015 8:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/10/2015 9:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/10/2015 10:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/10/2015 11:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/10/2015 12:00,6.4,6.4,3.2,6.4,6.4,3.2,0.8,0.8,0.4
1/10/2015 13:00,8,8,4,8,8,4,0.8,0.8,0.4
1/10/2015 14:00,8,8,4,8,8,4,0.8,0.8,0.4
1/10/2015 15:00,8,8,4,8,8,4,0.8,0.8,0.4
1/10/2015 16:00,8,8,4,8,8,4,0.8,0.8,0.4
1/10/2015 17:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/10/2015 18:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/10/2015 19:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/10/2015 20:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/10/2015 21:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/10/2015 22:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/10/2015 23:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/11/2015 0:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/11/2015 1:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/11/2015 2:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/11/2015 3:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/11/2015 4:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/11/2015 5:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/11/2015 6:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/11/2015 7:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/11/2015 8:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/11/2015 9:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/11/2015 10:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/11/2015 11:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/11/2015 12:00,6.4,6.4,3.2,6.4,6.4,3.2,0.8,0.8,0.4
1/11/2015 13:00,8,8,4,8,8,4,0.8,0.8,0.4
1/11/2015 14:00,8,8,4,8,8,4,0.8,0.8,0.4
1/11/2015 15:00,8,8,4,8,8,4,0.8,0.8,0.4
1/11/2015 16:00,8,8,4,8,8,4,0.8,0.8,0.4
1/11/2015 17:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/11/2015 18:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/11/2015 19:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/11/2015 20:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/11/2015 21:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/11/2015 22:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/11/2015 23:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/12/2015 0:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/12/2015 1:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/12/2015 2:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/12/2015 3:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/12/2015 4:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/12/2015 5:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/12/2015 6:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/12/2015 7:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/12/2015 8:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/12/2015 9:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/12/2015 10:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/12/2015 11:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/12/2015 12:00,6.4,6.4,3.2,6.4,6.4,3.2,0.8,0.8,0.4
1/12/2015 13:00,8,8,4,8,8,4,0.8,0.8,0.4
1/12/2015 14:00,8,8,4,8,8,4,0.8,0.8,0.4
1/12/2015 15:00,8,8,4,8,8,4,0.8,0.8,0.4
1/12/2015 16:00,8,8,4,8,8,4,0.8,0.8,0.4
1/12/2015 17:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/12/2015 18:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/12/2015 19:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/12/2015 20:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/12/2015 21:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/12/2015 22:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/12/2015 23:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/13/2015 0:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/13/2015 1:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/13/2015 2:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/13/2015 3:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/13/2015 4:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/13/2015 5:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/13/2015 6:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/13/2015 7:00,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2
1/13/2015 8:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/13/2015 9:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/13/2015 10:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/13/2015 11:00,7.2,7.2,3.6,7.2,7.2,3.6,0.8,0.8,0.4
1/13/2015 12:00,6.4,6.4,3.2,6.4,6.4,3.2,0.8,0.8,0.4
1/13/2015 13:00,8,8,4,8,8,4,0.8,0.8,0.4
1/13/2015 14:00,8,8,4,8,8,4,0.8,0.8,0.4
1/13/2015 15:00,8,8,4,8,8,4,0.8,0.8,0.4
1/13/2015 16:00,8,8,4,8,8,4,0.8,0.8,0.4
1/13/2015 17:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/13/2015 18:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
1/13/2015 19:00,0.8,0.8,0.4,0.8,0.8,0.4,0.4,0.4,0.2
